[Tue Mar 11 21:25:45.122507 2025] [authz_core:debug] [pid 13780:tid 2972] mod_authz_core.c(843): [client 127.0.0.1:49755] AH01628: authorization result: granted (no directives)
[Tue Mar 11 21:26:12.641260 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:49756] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Thu Mar 13 22:01:21.923163 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65463] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:01:22.220816 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65463] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:57:12.238755 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:57:16.088736 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 22:57:20.187184 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=to-do&priority=&deadline_from=&deadline_to=&sort_by=deadline
[Thu Mar 13 22:57:21.507294 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=&deadline_from=&deadline_to=&sort_by=deadline
[Thu Mar 13 22:57:23.276262 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 22:57:24.663209 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/3/edit
[Thu Mar 13 22:57:24.789625 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51000] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/3/edit
[Thu Mar 13 22:57:32.501958 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:51001] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 22:57:34.235110 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:51001] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
[Thu Mar 13 22:57:38.914249 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:51001] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=1
[Thu Mar 13 22:57:39.076672 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51026] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=1
[Thu Mar 13 22:57:41.262990 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51026] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 22:57:45.148905 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:51026] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
[Thu Mar 13 22:57:51.063596 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:51042] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=1
[Thu Mar 13 22:57:52.452781 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:51042] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
